StoneAge 2.5-family DiscMaster client-signature carrier probe — R1
SCOPE|public-file-index|verified-bridge-filenames|metadata-only|no-indexed-file-payload
BOUNDARY|bridge signatures can locate related client trees but cannot by themselves date or authenticate a carrier as 2002/clean
QUERY|label=adrn15|name=adrn_15.bin|kind=distinctive|status=200|bytes=2|sha256=4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945|exact_rows=0|final=https://discmaster.textfiles.com/search?q=%22adrn_15.bin%22&qfields=name&mode=deep&dedup=dedup&limit=100&outputAs=json&showItemName=showItemName&tsMin=2000&tsMax=2006
HIT|label=unwise-exe|kind=supporting|itemid=23426|itemName=Chip 2003 September (CD-ROM)|path=Chip_2003-09_cd1.bin/sharewar/atlan/atlant10n_en.exe/%MAINDIR%/Unwise.exe|size=46592|ts=2003-07-28|b3sum=e78277720d7891e2f1578e01bc800db3fe944b4b6086af5d7757e2c10c8ad168
HIT|label=unwise-exe|kind=supporting|itemid=23406|itemName=Chip 2001 December (CD-ROM)|path=Chip_2001-12_cd1.bin/tema/atlantis/atlant10om_en.exe/%MAINDIR%/Unwise.exe|size=56320|ts=2001-10-29|b3sum=b4d05bb4ab38f9431c78ed971db4cc3ae3e74c997f77290699431912b421e842
HIT|label=unwise-exe|kind=supporting|itemid=41999|itemName=хакер (hacker) 2003 June (CD-ROM)|path=xakep-2003-06.iso/files/soft/tools/mp3worx2_02_setup.zip/mp3worx2_02_setup.exe/%MAINDIR%/Unwise.exe|size=81920|ts=2003-05-20|b3sum=50b4dc4819fee9937b82407604493fae467953611eb2c3b763efb6cc9dbc54cc
HIT|label=unwise-exe|kind=supporting|itemid=16129|itemName=PC Format (South-Africa) 2001 February (CD-ROM)|path=PCFFeb.iso/Software/powerpro/pwrrpro.exe/ppro27.dat/unwise.exe|size=37888|ts=2000-06-04|b3sum=1ad902f202e56fea229de89fa4391d4526ed242cb94ed611cd4c4d643cd3314d
HIT|label=unwise-exe|kind=supporting|itemid=23870|itemName=PC World Plus! (NZ) 2001 October (CD-ROM)|path=PCW1001.iso/October/HandyUtils/CommView/cv3.zip/setup.exe/%MAINDIR%/Unwise.exe|size=38400|ts=2001-09-02|b3sum=541e8d7cb1cb1addb79ca32af35dd354e65a17fdd168f58eedc40962c8129be9
HIT|label=unwise-exe|kind=supporting|itemid=33377|itemName=Nitro Shareware (CD-ROM)|path=NitroShareware_1996.iso/denk/tw_demo/unwise.exe|size=31776|ts=2000-01-09|b3sum=d4064e04f1da73a5f7c712cbffc530a71b419b5c0a4e79d6fa2d1345230172bf
HIT|label=unwise-exe|kind=supporting|itemid=35809|itemName=Wise Installer 9.01 (CD-ROM)|path=Wise Installer 9.01.iso/UNWISE/WISE901/Unwise.exe|size=129088|ts=2001-11-04|b3sum=7c58f0775e63aea86c00dfc4f07f4d5319277410997ebf7337761ab1ada358ec
HIT|label=unwise-exe|kind=supporting|itemid=23392|itemName=Chip 2000 October (CD-ROM)|path=Chip_2000-10_cd1.bin/sharewar/Slunec/app/20/dfree52.exe/%MAINDIR%/Unwise.exe|size=70880|ts=2000-04-18|b3sum=7e4d4f16721fccbaa10e77c593f1084b097762af302ca20d172f72ea83f1abf0
HIT|label=unwise-exe|kind=supporting|itemid=29405|itemName=.net 2000 September (CD-ROM)|path=Net75b.iso/pc/Virgin ISP Software (PC)/IE5/WIN32/EN/VNET_S4.EXE/Vnet_s.EXE/%MAINDIR%/Unwise.exe|size=59824|ts=2000-07-10|b3sum=091a4b9b38c258677c2cc0c618a419c590c314f9a73b17953c6b4d2203f07d52
HIT|label=unwise-exe|kind=supporting|itemid=34347|itemName=Software for Women (CD-ROM)|path=Software-pro-Zeny.bin/Amazing Astrology 1.40/amzastro.exe/%MAINDIR%/Unwise.exe|size=59952|ts=2002-10-08|b3sum=66319ccef904492ee9465fbedb9c7397e333acad2be46b666f5c7807c8bddbee
HIT|label=unwise-exe|kind=supporting|itemid=45244|itemName=Gry Komputerowe 2007 February (CD-ROM)|path=KULTOWE GRY 2.iso/games/alien_nations2/Alien2.EXE/MAINDIR/Unwise.exe|size=163840|ts=2003-11-21|b3sum=dedf754b1fb7b95e8e82e9a8fc1a2ff32359eeffa9ffd61b101bcfa5ca3619c2
HIT|label=unwise-exe|kind=supporting|itemid=12080|itemName=Freelog 32 (CD-ROM)|path=Freelog032.iso/Bas/Bureau/Atlant/atlant07_fr.exe/%MAINDIR%/Unwise.exe|size=56320|ts=2002-03-06|b3sum=c845f8c32cefc3abda204dad212f3621ae5764827b49d6d0db9a87a4a20797b5
HIT|label=unwise-exe|kind=supporting|itemid=32225|itemName=200 Game (CD-ROM)|path=200GAME1.iso/Super Arcade/DXBall2/UNWISE.EXE|size=148992|ts=2000-03-31|b3sum=ff79cba785e44e1e0a29c21d1def64ed9b50cef1feee3fa4ed27e54e3bdf52f0
HIT|label=unwise-exe|kind=supporting|itemid=44548|itemName=Revista Geek 13 (CD-ROM)|path=GEEK13.iso/prog/commview.exe/MAINDIR/Unwise.exe|size=31232|ts=2001-07-02|b3sum=148ad67c46a47ed6bc56f8f85cc991f982d2dd371a1731cf0880f469df5f0721
HIT|label=unwise-exe|kind=supporting|itemid=23738|itemName=PC World 2001 September (CD-ROM)|path=PCWorld_2001-09_cd.bin/Software/Vyzkuste/proprofiky/utilityproprofiky.exe/cv2.zip/setup.exe/%MAINDIR%/Unwise.exe|size=31232|ts=2001-03-05|b3sum=984c265e01b04043f75199b57b6ab7429defb0e3db0fbe59bce053dae065dc9d
HIT|label=unwise-exe|kind=supporting|itemid=31339|itemName=Chip 2000 April (CD-ROM)|path=Chip CMCD0400.iso/SOFTWARE/Freeware/Multimedia/Unreal/up3.exe/%MAINDIR%/UNWISE.EXE|size=109056|ts=2000-02-22|b3sum=f7ffd5c7f86e7cc434c8d0de01bc8676b531b051a7968659728a13a5c7ea3403
HIT|label=unwise-exe|kind=supporting|itemid=34312|itemName=100+1 Windows Improvements (CD-ROM)|path=100plus1-vylepseni-Windows.bin/PowerPro/ppro38.dat/unwise.exe|size=40448|ts=2003-07-13|b3sum=c55e122f2e1b0fb3c2a31847346e81c22864bbf68486d938a8cccc718e9bb38c
HIT|label=unwise-exe|kind=supporting|itemid=30771|itemName=Australian Personal Computer 2002 October (CD-ROM)|path=APC0210D1.iso/ontest/files/Spm2KSetupV.EXE/%MAINDIR%/Unwise.exe|size=245520|ts=2002-08-20|b3sum=1b2b341d43ab77692f8de888b92d10a5a023007ed01b3621d2af1d3b256456b2
HIT|label=unwise-exe|kind=supporting|itemid=44727|itemName=Datormagazin 2002 May (CD-ROM)|path=DMZ-CD 5-2002.ISO/Trial/CommView 3.3/setup.exe/MAINDIR/Unwise.exe|size=67584|ts=2002-03-08|b3sum=816424926e5a9b090c7018d8bd99ba6778fb8c98b2679a49fcafe64ad846ec14
HIT|label=unwise-exe|kind=supporting|itemid=29954|itemName=Piper's Pit BBS/FTP: ibm 3380 - 3389 (other)|path=ibm3380-3389/ibm3383.tar/ibm3383/CR-WPP24.ZIP/pwrpro24.zip/ppro24.dat/unwise.exe|size=37376|ts=2000-01-30|b3sum=8ea012455c12d58c67d9056d04c8ff2711ff9e2f7ad92418097b1dc82eeb16c9
HIT|label=unwise-exe|kind=supporting|itemid=30394|itemName=Revista do CD-ROM 88 (CD-ROM)|path=CD-ROM 88.iso/aplic/atlantis/asetup.exe/%MAINDIR%/Unwise.exe|size=56320|ts=2002-09-20|b3sum=939602a14656b0d08bab5888890f99073c2d8d9b69df6ce2a3b194c9ec74cd05
HIT|label=unwise-exe|kind=supporting|itemid=32998|itemName=PC Welt 2004 July (CD-ROM)|path=PCWELT_7_2004.ISO/vollversionen/Magix/MediaManager2004Gold.exe/%MAINDIR%/unwise.exe|size=131072|ts=2004-04-22|b3sum=dd70ccf801d323f9268aa647ea5dc23290f3581fdd52976ec39c1096c71f02d0
HIT|label=unwise-exe|kind=supporting|itemid=45514|itemName=Компьютер Пресс 2000 August (CD-ROM)|path=CP025 2000.08.iso/Soft/Tools/PowerPro/ppro26.dat/unwise.exe|size=37888|ts=2000-04-15|b3sum=d372b3e0fa2b41d3ef3c3ae1db3d59e4f8dba06082a88504b028d305841e6aac
HIT|label=unwise-exe|kind=supporting|itemid=10268|itemName=CICA 32 2001 January (CD-ROM)|path=CICA 32 for Windows CD-ROM (Walnut Creek) (January 2001) (Disc 2).iso/disc2/desktop/pwrpro28.zip/ppro28.dat/unwise.exe|size=37888|ts=2000-11-09|b3sum=af93a39c371c95d62fbdddafb103470d6af883456de9cc8b55d301734174c7a3
HIT|label=unwise-exe|kind=supporting|itemid=22794|itemName=PC Advisor 2000 December (CD-ROM)|path=PCA87.iso/product/atlantis/atlantis07.exe/Disk1/data1.cab/Program_Setup/Setup.exe/%MAINDIR%/Unwise.exe|size=56832|ts=2000-09-13|b3sum=b08834616d89816af172dde1f0a6faba156f57d4ae7a56ebb5ca1cad442bc237
HIT|label=unwise-exe|kind=supporting|itemid=30970|itemName=CD-ROM Data 2001 September (CD-ROM)|path=CD Rom Data Eylül 2001.iso/Games/Microf.exe/unwise.exe|size=176128|ts=2001-01-03|b3sum=f9e77cf2799616388db7b75247a3c9be0639d38205d7d15af1a58ef4d23fa833
HIT|label=unwise-exe|kind=supporting|itemid=41757|itemName=Twilight 98 (CD-ROM)|path=Twilight98C.iso/various/WEWARE.WinDiskXP.Virtual.Encryption.Disk.v1.2.1.Incl.Patch.and.Keymaker-ZWT/zwved121.zip/zwt.rar/setup.exe/%MAINDIR%/Unwise.exe|size=153088|ts=2005-07-18|b3sum=6e5fcc511830ad95d85e6e6483f4a1f054d17e84e2992c7eef4ad3462b9544e7
HIT|label=unwise-exe|kind=supporting|itemid=23149|itemName=Chip 2006 September (CD-ROM)|path=chip-cd_2006_09.zip/09/Pakiet bezpieczenstwa/Digital Vault/DigitalVault-Trial.exe/%MAINDIR%/UNWISE.EXE|size=1832084|ts=2006-06-27|b3sum=728fd8c5b0547711a155eb39652068695930cac7524f678e303f60c812f4870d
HIT|label=unwise-exe|kind=supporting|itemid=41754|itemName=Twilight 91 (CD-ROM)|path=TWILIGHT91B.ISO/apps/0030/FIRE/MPF/ENU/MPFPLUSH/MPFPLUSSETUP.EXE/UNWISE.EXE|size=165376|ts=2004-08-09|b3sum=a430178d74ff0938c1bbaadb40dbb75618ba407d9553a05ec56d040edecbc3ca
HIT|label=unwise-exe|kind=supporting|itemid=41769|itemName=Twilight 109 (CD-ROM)|path=TWILIGHT_109_DVD3.iso/Apps/0044/setup.exe/UNWISE.EXE|size=249856|ts=2004-10-11|b3sum=702d3191f25fd0f11cd8fc2de087a8401f943b27c3283dc08bae0ad59a4c7a75
HIT|label=unwise-exe|kind=supporting|itemid=45517|itemName=Компьютер Пресс 2001 December (CD-ROM)|path=CP041 2001.12.iso/SOFT/soft/CommView/cv3.zip/setup.exe/MAINDIR/Unwise.exe|size=67584|ts=2001-11-12|b3sum=cbd8f1d793c44c7dfa8a5cdade96cc38c0a7f0bf58999d36e74343f9f36607a5
HIT|label=unwise-exe|kind=supporting|itemid=40851|itemName=Crumb (CD-ROM)|path=kruimeltje.bin/pc/Uninstall/UNWISE.EXE|size=129024|ts=2004-01-01|b3sum=a4081980d2d5c40cebab12af2cc92309f262ddacbb872d95ab2d9edfee33df8d
HIT|label=unwise-exe|kind=supporting|itemid=19287|itemName=ftp.winsite.com/win95/sysutil (FTP)|path=ftp.winsite.com-win95-sysutil.tar/ftp.winsite.com/pub/pc/win95/sysutil/il_setup.exe/Unwise.exe|size=118784|ts=2004-05-31|b3sum=9c74f6abfe930eb9b7d4ac20cfaeaef73456460035068a6aa8478b3c9fb637ab
HIT|label=unwise-exe|kind=supporting|itemid=41224|itemName=Paradox Archive 3 (CD-ROM)|path=PARADOX Archive Disc 3.iso/SINUS_PeakCompressor_v2.1_VST-PARADOX/pdxspc21.rar/pdxspc21.exe/%MAINDIR%/SINUS PeakCompressor v2.1 VST/Uninstall SINUS PeakCompressor v2.1 VST/Unwise.exe|size=139424|ts=2001-06-25|b3sum=c8de2bee56b4da462a0173a43d68daf33e2e76a949c590333e627a6f7c022676
HIT|label=unwise-exe|kind=supporting|itemid=45562|itemName=Компьютер Пресс 2005 November (CD-ROM)|path=CP088 2005.11.iso/SOFT/cursor/IconCoolStudio/iconst1.exe/MAINDIR/Unwise.exe|size=66560|ts=2005-07-27|b3sum=0f07a75ffc08ca53fc7a7b84ba598b4137c587899e269f911c310403a5d3a7c5
HIT|label=unwise-exe|kind=supporting|itemid=42819|itemName=SharePlay 2002 November & December (CD-ROM)|path=SharePlay 06-2002 (DE) (2002) (Publish Verlag GmbH)/SharePlay_06-2002.iso/voll/haggimon/Album.EXE/%MAINDIR%/Data/Unwise.exe|size=127184|ts=2002-06-21|b3sum=545ca62d0d4f08778389f88fa49bbc47ddae6c67b2ff722efa72bd1424e47cd7
HIT|label=unwise-exe|kind=supporting|itemid=42891|itemName=Shareware Light Spezial 32 (CD-ROM)|path=Shareware Light Spezial 32 (DE) (2003) (Publish Verlag GmbH)/Shareware_Light_Spezial_32.iso/share/buero/atlantis/atlantis.exe/%MAINDIR%/Unwise.exe|size=46592|ts=2003-05-16|b3sum=45bb2b05a0d1ee094721cb4f492a637d5dc5e48551d8b101133f005a98b9d7f2
HIT|label=unwise-exe|kind=supporting|itemid=41735|itemName=Twilight 69 (CD-ROM)|path=TW69.iso/Games/004/archive.rar/Bumper Wars/Unwise.exe|size=53248|ts=2001-11-14|b3sum=ef1d065b6ba3d404e79a5055715756b154a49cc7ab1fc99b41ce07b5fb40ac71
HIT|label=unwise-exe|kind=supporting|itemid=36479|itemName=Level 2005 July (DVD) (CD-ROM)|path=Level_2005-07_128_DVD_Jets-n-Guns_Darkened-Skye.iso/unwise.exe|size=45056|ts=2005-06-27|b3sum=6ae304f6f729b4f8dc67e9a5e3c45d24be622cd0cee2b168b70a2a11ff65310b
HIT|label=unwise-exe|kind=supporting|itemid=44704|itemName=Datormagazin 2002 January (CD-ROM)|path=DMZ-CD 1-2002.ISO/trial/commview_3_1/setup.exe/MAINDIR/Unwise.exe|size=38400|ts=2001-11-07|b3sum=8455c7459b0af01dc96e7958b828400d28f58ad8886a322e8f0a5d7711ef67a4
HIT|label=unwise-exe|kind=supporting|itemid=37692|itemName=Over 1,000 Games for Windows (CD-ROM)|path=Over1000GamesForWindows.iso/ACTION/Metry/Setup.exe/Unwise.exe|size=37406|ts=2003-04-11|b3sum=912010c077051453d902a6cb9a40f61753c2a2623435c883f871c1fdcc85c9ec
HIT|label=unwise-exe|kind=supporting|itemid=11527|itemName=Igromania 2001 June (CD-ROM)|path=Igromania_06.iso/GameZone/RainbowSix/Maps!/de_dust/58918_de_dust_v1.0.rar/58918_de_dust_v1.0.exe/Unwise.exe|size=37450|ts=2001-04-30|b3sum=e9e1b84f41199921270a0d745e86f3df576cda1de3c9d70592f99bd361534ed4
HIT|label=unwise-exe|kind=supporting|itemid=41746|itemName=Twilight 80 (CD-ROM)|path=TWILIGHT80A.ISO/games/Virtual Sailor 6/archive.rar/Virtual Sailor 6/unwise.exe|size=180224|ts=2002-09-04|b3sum=5c7da534c112c04c64edf19e08ee54075e3b7fbbb376b0f6d57a2af237f01f8a
HIT|label=unwise-exe|kind=supporting|itemid=34018|itemName=PC Util 3 (CD-ROM)|path=pc_util_3.iso/SETUP/NULONULO/Unwise.exe|size=82864|ts=2003-09-04|b3sum=58985fe792ea4c0ff63a627898ef2fac4fc9b5e7e96f59aae0a14216103aad42
CARRIER|tier=WEAK|itemid=19287|itemName=ftp.winsite.com/win95/sysutil (FTP)|distinctive=0|signature_count=2|labels=startup-exe,unwise-exe
CARRIER|tier=WEAK|itemid=30771|itemName=Australian Personal Computer 2002 October (CD-ROM)|distinctive=0|signature_count=2|labels=startup-exe,unwise-exe
CARRIER|tier=WEAK|itemid=33724|itemName=PC Open 107 (CD-ROM)|distinctive=0|signature_count=2|labels=startup-exe,unwise-exe
CARRIER|tier=WEAK|itemid=10250|itemName=CICA 1993 December (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=10267|itemName=CICA 32 2000 August (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=10268|itemName=CICA 32 2001 January (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=10489|itemName=Champak 93 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=11520|itemName=Igromania 2000 August (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=11527|itemName=Igromania 2001 June (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=11564|itemName=Igromania 2005 December (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=12080|itemName=Freelog 32 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=12086|itemName=Freelog 38 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=12601|itemName=Galaxy of Games (Gold) (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=12726|itemName=ftp.support.lotus.com (FTP)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=12787|itemName=AOL File Library: 9,400 to 9,499 (other)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=13266|itemName=Hacker CD 8 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=13656|itemName=Interactive Bible for Kids - The Life of Paul (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=14484|itemName=Magazyn WWW 2002 February (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=14717|itemName=Mopera (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=15605|itemName=PC & Mediji 2000 March (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=15622|itemName=PC & Mediji 2001 October (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=15626|itemName=PC & Mediji 2002 February (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=15965|itemName=Practical Internet 2003 April (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=16010|itemName=Printlife PhotoBook Publisher (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=16037|itemName=PC Basics 23 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=16046|itemName=PC go! 2003 June (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=16129|itemName=PC Format (South-Africa) 2001 February (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=16318|itemName=Registration Key & Serials Pro (Professional Edition) (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=16489|itemName=SBC Yahoo! Dial - Start Your NeW Internet Experience (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=17539|itemName=Vintage Panoramic Maps - New York 1854 to 1921 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=17848|itemName=Mega Game 2000 #5 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=19268|itemName=ftp.winsite.com/win95/drivers (FTP)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=19276|itemName=ftp.winsite.com/win95/misc (FTP)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=19277|itemName=ftp.winsite.com/win95/miscutil (FTP)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=19284|itemName=ftp.winsite.com/win95/programr (FTP)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=19286|itemName=ftp.winsite.com/win95/sounds (FTP)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=19701|itemName=Steal This CD (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=20760|itemName=PCGUIA 110 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=20775|itemName=PCGUIA 125 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=20776|itemName=PCGUIA 125 (Alt) (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=21576|itemName=OS/2 Shareware BBS: OtherApp (other)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=21650|itemName=PC Expert 27 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=21651|itemName=PC Expert 29 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=22072|itemName=Secret Service 91 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=22136|itemName=Super Dooper (2nd Edition) (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=22182|itemName=PC Plus SuperCD 45 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=22351|itemName=DOS/V Power Report 2003 April (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=22364|itemName=DOS/V Power Report 2002 December (Special) (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=22448|itemName=The Games Machine 84 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=22697|itemName=Joystick Magazine 2001 October (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=22794|itemName=PC Advisor 2000 December (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=23099|itemName=Chip 2003 January (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=23114|itemName=Chip 2004 June (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=23122|itemName=Chip 2002 March (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=23140|itemName=Chip 2001 October (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=23149|itemName=Chip 2006 September (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=23392|itemName=Chip 2000 October (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=23406|itemName=Chip 2001 December (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=23418|itemName=Chip 2002 December (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=23426|itemName=Chip 2003 September (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=23428|itemName=Chip 2003 November (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=23438|itemName=Chip 2004 September (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=23738|itemName=PC World 2001 September (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=23739|itemName=PC World 2001 October (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=23751|itemName=PC World 2002 November (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=23769|itemName=PC World 2004 May (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=23785|itemName=PC World 2005 October (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=23797|itemName=PC World 2007 March (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=23860|itemName=PC World Plus! (NZ) 2001 September (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=23870|itemName=PC World Plus! (NZ) 2001 October (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=27327|itemName=com!online 2004 April (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=28064|itemName=InterCD 2000 May (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=28647|itemName=VIPER Paradice (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=28680|itemName=We've Got Big Fun (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=29405|itemName=.net 2000 September (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=29954|itemName=Piper's Pit BBS/FTP: ibm 3380 - 3389 (other)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=30333|itemName=Revista do CD-ROM 125 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=30394|itemName=Revista do CD-ROM 88 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=30396|itemName=Revista do CD-ROM 95 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=30594|itemName=io Programmo 51 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=30718|itemName=University of Pittsburgh Software Toolkit - Fall 2002 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=30970|itemName=CD-ROM Data 2001 September (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=30977|itemName=CD-ROM Data 2003 June (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=31202|itemName=Chip 2003 July (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=31210|itemName=Chip 2003 - PCs Network (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=31339|itemName=Chip 2000 April (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=31735|itemName=Enter 2007 February (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=32178|itemName=Internet Pratique 17 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=32225|itemName=200 Game (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
